id	t	x	y	zlat
61	2	-0.915075	1	-0.227104
61	3	0.441915	1	-0.683734
61	4	-0.640530	1	-0.218321
62	1	-0.066227	1	0.082069
62	2	0.475452	1	0.306881
62	3	-0.717347	0	1.675756
62	4	-0.028265	1	0.132015
63	1	0.435346	1	-0.413243
63	2	-0.636961	1	-1.154656
63	3	-0.203522	1	-0.574152
63	4	0.788457	1	-0.732990
64	1	0.478960	0	1.226622
64	2	-0.689757	0	0.711238
64	3	0.289965	0	2.246764
64	4	0.761613	0	1.338341
65	1	-0.376844	0	0.959143
65	2	-0.103657	0	0.844942
65	3	-0.436937	0	1.222663
65	4	-0.485322	1	-0.026164
66	1	0.583454	1	-0.145132
66	2	-0.852294	0	0.437704
66	3	-0.829828	1	-0.306620
66	4	-0.134568	1	-0.239116
67	1	0.996631	1	-0.043799
67	2	0.006371	1	-0.249749
67	3	0.326255	1	-0.770364
67	4	-0.152503	1	-1.275603
68	1	-0.206117	0	2.370119
68	2	0.235646	1	-0.223176
68	3	-0.907871	1	-0.158238
68	4	0.781824	0	0.636865
69	1	-0.469691	0	1.032475
69	2	-0.879593	0	1.146964
69	3	-0.198948	0	0.514637
69	4	0.208673	0	0.674517
70	1	0.019852	0	2.306660
70	2	-0.740479	0	0.995042
70	3	-0.746690	0	1.686341
70	4	0.111981	0	2.606484
71	1	-0.931651	0	0.113883
71	2	-0.904132	0	0.635231
71	3	-0.725976	1	-0.932658
71	4	-0.401342	0	0.337570
72	1	-0.093990	1	-0.973560
72	2	-0.523022	1	-0.132528
72	3	-0.329185	1	-0.445699
72	4	0.159320	1	0.051259
73	1	-0.899277	0	1.167707
73	2	0.453469	0	1.685559
73	3	0.910520	1	-0.502180
73	4	0.251227	0	1.148507
74	1	0.008827	0	0.403671
74	2	0.917492	1	-0.326279
74	3	0.232405	0	0.460342
74	4	-0.534047	1	0.026589
75	1	0.360330	1	-3.384280
75	2	-0.414541	1	-1.371447
75	3	-0.937631	1	-1.370643
75	4	0.461053	1	-1.092178
76	1	-0.487926	1	-0.708877
76	2	-0.758422	1	-0.091746
76	3	-0.611075	1	-0.588648
76	4	-0.159140	1	-0.374878
77	1	0.787516	1	-1.046260
77	2	0.520054	1	-1.233197
77	3	0.959216	1	-0.884331
77	4	-0.203311	1	-1.688891
78	1	0.095990	0	0.782797
78	2	0.027554	0	0.501122
78	3	-0.295168	0	1.196850
78	4	0.244838	0	1.953899
79	1	0.406760	1	-0.769868
79	2	0.474023	1	-0.573792
79	3	0.147911	1	-0.565767
79	4	0.148648	0	0.376490
80	1	-0.056212	1	0.246757
80	2	0.218896	1	-0.720599
80	3	-0.451148	0	0.315285
80	4	-0.744062	1	-0.552988
81	1	-0.092179	1	-0.429002
81	2	0.732002	1	0.068591
81	3	-0.190004	1	-0.252495
81	4	0.854240	1	-0.695728
82	1	-0.002564	0	0.793769
82	2	0.111628	1	-0.565513
82	3	0.818035	1	0.364843
82	4	0.941224	1	-1.003778
83	1	0.730596	1	-0.415679
83	2	-0.373088	1	-0.997207
83	3	0.410815	1	-1.832866
83	4	-0.459408	1	-0.775462
84	1	-0.485100	1	-1.530875
84	2	0.307375	1	-0.854409
84	3	-0.733329	1	-0.064621
84	4	0.445900	1	-0.395327
85	1	0.855733	1	-1.203378
85	2	-0.327026	1	-0.991833
85	3	0.008204	0	0.746556
85	4	-0.443439	1	-1.152927
86	1	0.242039	0	1.325969
86	2	-0.756671	1	0.063137
86	3	0.748964	0	0.914849
86	4	-0.277844	1	-0.402974
87	1	-0.876334	0	0.494586
87	2	0.011078	0	0.601860
87	3	0.930984	1	-0.627790
87	4	0.131870	0	0.934169
88	1	0.192085	0	0.941154
88	2	-0.709227	1	-0.723899
88	3	-0.794214	0	0.574154
88	4	-0.058951	1	0.229717
89	1	-0.320408	1	0.014700
89	2	-0.662684	0	1.968252
89	3	0.403089	1	-0.366093
89	4	-0.196742	0	0.549952
90	1	0.007668	0	1.232033
90	2	-0.831752	0	1.139385
90	3	0.815790	0	0.702776
90	4	-0.943598	0	0.153957
91	1	-0.931483	1	-0.748385
91	2	0.883061	1	-0.749486
91	3	-0.071661	1	-1.740922
91	4	0.250488	1	-1.904934
92	1	-0.859387	0	0.906573
92	2	-0.428725	1	-0.607317
92	3	-0.072083	1	-0.190387
92	4	0.148280	1	0.037568
93	1	-0.088039	1	-1.430384
93	2	0.734057	0	0.750519
93	3	-0.145654	1	0.061283
93	4	0.314524	1	0.057691
94	1	-0.343048	1	-2.106325
94	2	0.651434	1	-0.957566
94	3	-0.302649	1	-1.711229
94	4	0.422252	1	-1.098368
95	1	-0.269393	1	-0.048533
95	2	-0.631453	1	0.048752
95	3	-0.956815	0	0.146662
95	4	0.937326	1	-0.536646
96	1	-0.992329	1	-0.530025
96	2	-0.980387	0	0.677223
96	3	-0.307021	1	-0.169560
96	4	0.247915	1	0.223840
97	1	0.035467	0	0.720743
97	2	-0.851444	0	0.191560
97	3	0.590780	1	-1.249506
97	4	-0.677888	1	-0.060285
98	1	0.548694	1	-1.242519
98	2	-0.268722	1	-2.104900
98	3	0.434619	1	-2.111362
98	4	-0.758327	1	-2.148629
99	1	-0.130241	0	1.391231
99	2	0.672091	0	1.125172
99	3	0.133224	0	1.557343
99	4	-0.121306	0	0.757119
100	1	-0.303502	0	0.661902
100	2	0.366961	1	0.156837
100	3	-0.914778	0	0.669870
100	4	-0.754807	1	-0.484318
101	1	0.542734	1	-0.113266
101	2	-0.980307	1	-0.159704
101	3	-0.804340	1	-1.028091
101	4	-0.324042	1	0.002084
102	1	-0.959030	1	-0.058832
102	2	0.455081	1	-0.723816
102	3	-0.696692	1	-1.035480
102	4	-0.262532	1	-0.757822
103	1	-0.314687	1	-0.375422
103	2	-0.777735	1	-0.763594
103	3	-0.486178	1	-0.436789
103	4	-0.771953	1	-0.420985
104	1	-0.047462	1	-0.852742
104	2	-0.531306	1	-1.714001
104	3	-0.050310	1	-1.383659
104	4	-0.006492	1	-0.355075
105	1	-0.816836	0	0.400574
105	2	-0.336186	0	1.005426
105	3	-0.806503	0	1.332030
105	4	0.731160	0	1.167889
106	1	-0.055284	1	-1.435516
106	2	-0.565129	1	-0.130478
106	3	-0.129606	1	-0.338287
106	4	0.729692	1	-0.250775
107	1	0.665647	0	1.446333
107	2	-0.109496	0	0.867398
107	3	-0.647842	0	1.318526
107	4	0.331746	0	1.309275
108	1	0.117867	1	-0.868108
108	2	0.167845	1	-1.133084
108	3	0.881620	1	-0.650015
108	4	0.988261	1	-1.132650
109	1	-0.696779	1	-0.097507
109	2	-0.902843	1	-0.575753
109	3	-0.920712	1	-0.187355
109	4	-0.344621	1	-1.204206
110	1	0.445077	0	0.883787
110	2	0.953410	0	1.103782
110	3	-0.558868	0	1.148693
110	4	0.668207	0	0.582324
111	1	0.677418	0	0.712658
111	2	0.882052	1	-0.424282
111	3	0.574561	1	0.372102
111	4	0.617225	1	0.224800
112	1	-0.043409	1	-1.875639
112	2	-0.441424	1	-1.629360
112	3	-0.846763	1	-0.746194
112	4	-0.005882	1	-0.217895
113	1	0.836163	0	0.564295
113	2	-0.245637	0	0.318208
113	3	0.222164	0	0.662849
113	4	0.513580	0	1.330573
114	1	-0.177889	1	-1.633643
114	2	0.538494	1	0.155331
114	3	-0.561847	1	-0.618158
114	4	-0.772902	1	-0.813642
115	1	0.684076	1	-0.687016
115	2	-0.937389	1	-0.760036
115	3	0.355193	1	-0.955792
115	4	0.313542	1	-1.574860
116	1	0.459124	0	1.678089
116	2	0.387753	1	-0.049103
116	3	-0.178235	0	0.764275
116	4	0.693672	0	0.486094
117	1	-0.481795	1	-0.446300
117	2	-0.324630	1	-0.677514
117	3	0.505367	1	-0.974684
117	4	0.740098	1	-0.375599
118	1	0.805868	1	-0.506462
118	2	0.596389	1	-0.883421
118	3	0.238507	1	-0.345292
118	4	-0.411635	1	-0.869698
119	1	-0.540701	0	1.057899
119	2	-0.817368	0	1.387986
119	3	0.383067	0	1.217843
119	4	0.964666	0	1.738522
120	1	0.611158	1	0.409786
120	2	0.224317	0	0.478072
120	3	-0.220171	0	0.540481
120	4	-0.150335	0	1.546256
121	1	-0.102292	0	0.474810
121	2	0.801783	0	0.916173
121	3	0.069161	0	0.581024
121	4	-0.280837	1	-0.249244
122	1	-0.459723	0	0.931904
122	2	0.275409	0	0.460135
122	3	-0.755920	0	1.284988
122	4	0.320106	0	1.641926
123	1	0.768227	1	0.406532
123	2	-0.607281	0	0.823979
123	3	0.764617	0	0.678603
123	4	-0.967929	0	0.639061
124	1	0.686348	0	1.224030
124	2	-0.286654	0	1.483825
124	3	0.646218	0	1.050551
124	4	-0.773375	0	1.208743
125	1	-0.622909	0	0.405275
125	2	-0.186497	1	-0.258293
125	3	0.092637	0	0.338298
125	4	-0.858292	0	0.364834
126	1	-0.476614	1	-0.401499
126	2	-0.798619	1	-1.066559
126	3	0.893039	1	-0.651838
126	4	-0.830396	1	-1.664706
127	1	-0.587832	1	-0.388579
127	2	0.987380	1	-1.125116
127	3	-0.033026	1	-2.564867
127	4	0.283961	1	-0.915288
128	1	-0.947903	1	-0.849500
128	2	0.933783	1	0.300569
128	3	0.292061	1	-0.288566
128	4	-0.952279	0	0.133701
129	1	0.881917	1	-0.760555
129	2	0.537873	1	-1.360931
129	3	0.328791	1	-1.355348
129	4	-0.151110	1	-0.452443
130	1	0.514667	1	-0.531405
130	2	0.688335	0	0.609060
130	3	-0.506156	1	-0.418855
130	4	0.455412	1	-0.562483
131	1	-0.273881	0	0.922828
131	2	-0.618226	0	0.542186
131	3	0.561626	1	0.206811
131	4	-0.391964	0	0.653829
132	1	0.627112	0	0.550062
132	2	-0.548791	0	1.447892
132	3	0.660690	1	0.055242
132	4	-0.978861	1	-0.068612
133	1	-0.810803	1	-0.725230
133	2	0.839386	1	0.429182
133	3	0.283670	1	-0.106503
133	4	0.750823	0	1.376318
134	1	0.615092	1	-1.366042
134	2	-0.065152	1	-0.917401
134	3	0.140212	1	-0.505004
134	4	0.275783	1	0.152094
135	1	-0.371030	1	-0.650450
135	2	-0.708813	0	0.387850
135	3	0.702757	1	-1.685032
135	4	-0.725204	1	-0.744710
136	1	0.663679	1	-1.011001
136	2	-0.158570	1	-0.244811
136	3	0.007179	1	-1.003953
136	4	0.608476	1	-1.272855
137	1	0.629000	1	-0.645789
137	2	0.329064	1	0.268988
137	3	0.176446	1	-0.323597
137	4	-0.986643	1	-0.266654
138	1	0.717266	1	0.057732
138	2	0.214269	1	-0.796438
138	3	0.327322	0	0.650757
138	4	0.380945	1	-0.010930
139	1	-0.895070	1	-0.006101
139	2	0.334589	1	-1.105500
139	3	-0.715591	1	-0.362649
139	4	0.733930	1	-0.580148
140	1	-0.739412	1	-0.883240
140	2	-0.679346	1	-0.476489
140	3	-0.155107	1	-1.346900
140	4	0.587910	1	-1.150386
141	1	-0.562571	0	1.162198
141	2	-0.424063	0	0.949329
141	3	-0.962899	0	0.312327
141	4	-0.278162	1	-0.217920
142	1	-0.082180	1	-0.979118
142	2	0.398835	1	-1.287757
142	3	-0.643843	1	-1.330280
142	4	0.178408	1	-1.863966
143	1	0.260556	0	1.040192
143	2	-0.909973	1	-0.039531
143	3	0.184134	1	0.060308
143	4	0.731563	1	-0.195363
144	1	-0.325478	1	-0.411685
144	2	0.945102	1	-1.150373
144	3	0.975057	1	-1.257190
144	4	-0.216492	1	-0.147760
145	1	0.309916	1	-1.345001
145	2	0.167889	1	-0.517026
145	3	-0.621901	1	-0.741476
145	4	0.422023	1	-0.627309
146	1	-0.704915	0	1.278051
146	2	-0.335378	0	1.134015
146	3	0.775791	0	0.779372
146	4	-0.030393	0	1.629004
147	1	0.127352	1	-0.376917
147	2	-0.895754	0	0.289374
147	3	-0.420481	1	-1.045207
147	4	-0.806400	0	0.421645
148	1	0.128096	1	0.254522
148	2	0.653120	0	0.836539
148	3	-0.141692	0	1.036015
148	4	-0.737676	1	-0.675449
149	1	0.641502	1	-1.398049
149	2	-0.734377	1	-1.212454
149	3	-0.741343	1	-2.183049
149	4	-0.778979	1	-1.216806
150	1	0.264171	1	-0.618984
150	2	0.349649	1	0.360801
150	3	-0.900545	0	0.555724
150	4	0.693629	0	0.633884
151	1	-0.493038	0	2.283733
151	2	0.088880	0	0.930899
151	3	0.538016	0	1.446982
151	4	-0.382583	0	0.663883
152	1	0.856889	1	-0.121261
152	2	0.754486	1	-0.874172
152	3	0.660865	1	0.072737
152	4	0.956345	1	-0.585275
153	1	-0.030799	0	1.703247
153	2	0.279864	0	1.037844
153	3	0.502875	0	1.260943
153	4	0.878792	0	1.846774
154	1	-0.220680	1	0.120176
154	2	-0.311737	1	-0.310446
154	3	0.245326	1	0.119223
154	4	-0.363791	1	-0.682227
155	1	0.247374	1	-1.490018
155	2	0.893008	1	-0.989507
155	3	-0.100612	1	-0.743901
155	4	-0.249751	1	-0.998700
156	1	0.022385	1	-0.151113
156	2	-0.191533	1	-0.456013
156	3	0.020151	1	0.096959
156	4	0.465135	1	0.270175
157	1	0.701335	1	0.373276
157	2	0.474772	0	0.859379
157	3	-0.268521	0	1.255199
157	4	-0.051291	1	-0.536894
158	1	-0.019358	0	0.564775
158	2	0.715438	0	1.251885
158	3	0.452860	0	0.655011
158	4	-0.456218	1	0.207935
159	1	0.078468	0	1.883410
159	2	-0.662868	0	1.517531
159	3	-0.399876	0	0.322796
159	4	0.809948	1	-0.302409
160	1	0.208784	0	1.808383
160	2	-0.654807	0	3.453601
160	3	-0.197538	0	1.961357
160	4	-0.338357	0	3.345029
161	1	-0.626354	1	-2.070376
161	2	0.882518	1	-1.097371
161	3	-0.279878	1	-1.389007
161	4	0.009444	1	-0.167921
162	1	0.617213	1	0.009345
162	2	-0.316618	0	0.478976
162	3	-0.937707	0	0.924684
162	4	-0.406578	0	1.438041
163	1	-0.097765	1	-0.799643
163	2	0.406124	1	-0.119566
163	3	-0.141988	1	-1.249931
163	4	-0.789634	1	-0.356572
164	1	-0.291254	1	-0.714703
164	2	-0.713015	1	-0.901454
164	3	-0.779907	1	-1.366028
164	4	-0.715356	1	-1.246880
165	1	0.723668	1	0.238988
165	2	-0.402487	1	0.020927
165	3	-0.405916	1	-0.137099
165	4	-0.632477	1	-0.052989
166	1	0.564761	0	1.953696
166	2	0.102993	0	0.653491
166	3	-0.933284	0	0.654958
166	4	-0.726493	0	0.357254
167	1	-0.333981	0	0.436782
167	2	-0.008699	1	-0.838287
167	3	0.547937	1	-0.329864
167	4	0.260102	0	1.401146
168	1	-0.831412	0	1.667387
168	2	-0.248692	0	1.519287
168	3	0.802354	0	1.067899
168	4	-0.406865	0	0.312958
169	1	0.812422	0	0.971980
169	2	0.707989	0	1.359903
169	3	0.724950	0	1.845521
169	4	0.937371	0	1.217398
170	1	-0.150200	1	-1.104281
170	2	-0.790585	1	-2.582311
170	3	-0.948213	1	-1.869923
170	4	0.363171	1	-0.923147
171	1	-0.358109	0	0.252776
171	2	-0.642149	1	-0.177554
171	3	0.595742	1	-0.654588
171	4	-0.774235	1	-0.695768
172	1	-0.330937	1	-1.047127
172	2	0.314391	1	-0.396850
172	3	-0.399252	1	-0.315074
172	4	0.911257	1	0.217386
173	1	0.018549	1	-0.804150
173	2	0.827952	1	-0.979785
173	3	-0.726974	1	-0.909675
173	4	0.735778	1	-0.279635
174	1	0.271021	1	-1.260374
174	2	-0.794019	1	-0.166480
174	3	-0.079638	0	0.950788
174	4	-0.603541	1	-0.453911
175	1	0.289788	0	0.663304
175	2	-0.738356	0	0.988923
175	3	0.257236	0	1.057743
175	4	-0.691663	0	1.024790
176	1	-0.672225	1	-0.556480
176	2	0.389825	1	-0.591497
176	3	-0.101170	1	-0.732902
176	4	-0.961376	1	-0.302631
177	1	0.800849	0	0.642738
177	2	-0.122102	1	-0.926637
177	3	-0.882514	0	0.836909
177	4	-0.411154	1	-0.494176
178	1	0.624296	1	-1.524829
178	2	0.177192	1	-1.884697
178	3	0.075496	1	-1.514049
178	4	0.078890	1	-2.155165
179	1	-0.419988	0	0.656583
179	2	0.372196	0	1.321347
179	3	0.417278	1	0.288126
179	4	-0.111320	1	-0.049126
180	1	0.222890	0	0.589602
180	2	0.879201	0	1.305848
180	3	-0.580988	0	1.133591
180	4	0.126827	1	0.301531
181	1	0.894885	0	0.519941
181	2	0.695998	0	0.519896
181	3	-0.943412	1	-0.268256
181	4	-0.763964	1	-0.551253
182	1	-0.974334	0	0.810868
182	2	0.030357	1	-1.725274
182	3	0.628660	1	-0.205451
182	4	-0.003356	1	-0.105698
183	1	-0.369317	1	-0.734822
183	2	0.013532	1	-0.827387
183	3	0.634793	1	-1.582851
183	4	-0.474433	1	-1.315374
184	1	-0.730591	1	-0.415577
184	2	-0.258114	1	-0.831950
184	3	-0.448171	1	-0.673754
184	4	-0.704925	0	0.495569
185	1	-0.893995	0	0.122470
185	2	0.328813	1	0.099781
185	3	-0.038040	1	-1.109283
185	4	-0.159183	0	0.932577
186	1	0.095783	1	0.142400
186	2	0.992993	1	0.386138
186	3	-0.503033	1	0.028004
186	4	-0.386694	0	1.501691
187	1	0.042238	1	-1.435486
187	2	-0.444344	1	0.105266
187	3	-0.479265	0	0.402100
187	4	0.518614	1	0.131681
188	1	-0.474440	1	-0.395574
188	2	0.045393	0	0.717503
188	3	-0.068879	1	-1.097768
188	4	0.647433	1	-0.321164
189	1	0.854127	0	0.570946
189	2	0.123905	1	-0.196444
189	3	0.683690	0	0.740730
189	4	0.420199	1	0.132441
190	1	0.972412	1	0.045828
190	2	-0.985536	0	0.195906
190	3	0.363385	0	0.551458
190	4	-0.096467	0	0.564500
191	1	0.566048	0	1.046159
191	2	0.508904	1	0.239539
191	3	0.149312	0	0.834226
191	4	-0.311115	0	1.352335
192	1	-0.635316	1	-0.249298
192	2	0.984729	1	-0.782733
192	3	-0.220852	1	-0.715881
192	4	0.853588	1	-1.662278
193	1	-0.843825	1	-1.033300
193	2	-0.433677	1	-0.105214
193	3	0.564773	1	-0.577681
193	4	0.722223	1	-1.102127
194	1	0.802718	1	-0.344790
194	2	0.625807	1	-1.327481
194	3	0.313800	1	-1.583176
194	4	-0.603363	1	-0.085845
195	1	-0.649806	1	-0.333031
195	2	0.985587	1	-0.675410
195	3	-0.069924	0	0.505431
195	4	0.304891	1	-0.747821
196	1	0.286501	1	-0.358785
196	2	-0.284226	1	-0.703953
196	3	-0.874309	1	-0.858560
196	4	-0.169394	1	-1.252609
197	1	0.390501	1	-1.065414
197	2	0.165626	1	-1.493085
197	3	0.983210	1	-0.680054
197	4	0.740695	1	-1.353259
198	1	-0.448937	0	2.293119
198	2	-0.100863	0	1.433171
198	3	0.408207	1	-0.173736
198	4	-0.199728	1	-0.133789
199	1	-0.418607	0	0.829750
199	2	-0.764178	0	1.037747
199	3	0.238685	0	0.665490
199	4	-0.435397	0	0.632268
200	1	0.260749	0	1.715499
200	2	-0.094576	0	1.549018
200	3	0.106196	0	1.954373
200	4	-0.213936	0	2.536351
