id	t	x	y	zlat
16	4	0.503740	0	1.273160
17	1	-0.045858	0	0.537854
17	2	-0.636814	0	-0.531890
17	3	-0.208343	1	-0.954627
17	4	0.070709	1	-0.448221
18	1	-0.390789	0	0.713697
18	2	-0.138819	1	-0.546843
18	3	0.061832	1	-0.521666
18	4	0.212223	1	-0.467229
19	1	-0.063509	1	-0.690249
19	2	-0.124016	1	-0.573429
19	3	0.268096	1	-1.397704
19	4	0.121388	1	-1.590717
20	1	-0.327559	1	-2.112142
20	2	0.895610	1	-2.018637
20	3	0.507325	1	-1.795840
20	4	0.281652	1	-1.025277
21	1	-0.435214	1	-0.824747
21	2	0.774843	1	-1.699388
21	3	-0.848770	1	-0.991991
21	4	0.501277	1	-0.788801
22	1	-0.233760	1	-0.996056
22	2	0.849817	1	-1.702807
22	3	-0.045285	1	-0.665883
22	4	0.724295	1	-0.020011
23	1	0.877891	1	-0.144673
23	2	-0.539397	0	0.786734
23	3	-0.533913	1	-0.516335
23	4	-0.163924	0	0.923419
24	1	0.985904	0	0.320724
24	2	0.347847	0	0.103250
24	3	-0.546559	1	-0.911926
24	4	0.737538	0	0.397762
25	1	0.570591	0	0.544050
25	2	-0.044024	0	1.362129
25	3	0.118446	0	0.898193
25	4	-0.819918	0	0.580022
26	1	-0.219591	0	0.662267
26	2	0.037042	0	0.866175
26	3	0.088528	0	0.595177
26	4	0.312560	1	-0.643606
27	1	0.852338	1	-0.857257
27	2	0.688518	1	-0.888700
27	3	0.362023	1	-0.442535
27	4	0.422929	1	-1.844451
28	1	-0.038728	1	-0.768352
28	2	0.416405	1	-0.191380
28	3	0.409861	0	0.031810
28	4	-0.950199	0	-0.384166
29	1	0.342132	1	-0.375439
29	2	0.477492	1	-1.468823
29	3	-0.036417	1	-1.305617
29	4	-0.295845	0	-0.106689
30	1	0.442292	1	-0.224914
30	2	0.694104	0	0.239291
30	3	0.202737	0	0.219966
30	4	-0.828743	0	-0.626325
31	1	0.742415	0	0.136992
31	2	0.036814	0	0.858129
31	3	-0.632072	0	-0.024048
31	4	0.084547	0	1.277293
32	1	0.166917	1	-1.203673
32	2	0.308051	1	-0.413303
32	3	-0.184263	1	-2.443197
32	4	0.358581	1	-1.308476
33	1	0.599973	0	1.966907
33	2	-0.684915	0	0.353385
33	3	0.592927	0	0.031893
33	4	-0.850297	0	-0.021091
34	1	0.970435	0	0.945130
34	2	0.881592	0	1.082486
34	3	0.388830	0	0.079976
34	4	0.888594	1	-0.046888
35	1	-0.859903	1	-0.730039
35	2	-0.745700	0	-0.210946
35	3	0.692541	1	-0.582214
35	4	0.740070	0	0.144631
36	1	-0.046210	1	-1.354664
36	2	-0.142401	1	-1.749326
36	3	0.566432	1	-1.779527
36	4	-0.657380	1	-1.385986
37	1	0.238537	1	-0.439633
37	2	0.780235	1	-0.343012
37	3	-0.848690	0	-0.004759
37	4	0.378634	1	-0.816953
38	1	0.750830	0	0.539575
38	2	-0.116348	0	2.414996
38	3	0.422916	0	1.605519
38	4	-0.362006	0	0.588858
39	1	-0.815375	0	-0.599111
39	2	-0.558756	0	-0.380331
39	3	-0.569615	0	-0.494845
39	4	-0.341954	1	-0.773972
40	1	0.076737	0	0.179359
40	2	-0.778674	1	-0.786745
40	3	0.174739	1	-0.448372
40	4	-0.950115	0	-0.248175
41	1	-0.097375	0	1.040943
41	2	0.453463	0	0.502189
41	3	0.766904	0	0.287714
41	4	0.389887	1	-0.268296
42	1	-0.823864	0	0.032298
42	2	-0.781982	0	0.233373
42	3	0.520672	1	-1.186642
42	4	0.268144	0	0.978729
43	1	-0.478301	1	-0.927474
43	2	0.073783	0	-0.136442
43	3	0.939241	1	-1.420819
43	4	-0.448778	1	-1.211392
44	1	-0.106893	0	0.596690
44	2	0.869996	0	0.134134
44	3	0.452202	1	-0.385187
44	4	0.069243	1	-0.678875
45	1	0.979668	1	-0.605333
45	2	0.738630	1	-0.878898
45	3	-0.970053	1	-1.508766
45	4	0.821152	1	-0.730397
46	1	-0.373265	1	-0.926506
46	2	-0.605613	1	-0.562556
46	3	-0.426274	1	-0.868283
46	4	-0.035878	1	-0.924212
47	1	0.899608	1	-0.116600
47	2	0.256677	1	-1.631779
47	3	0.604696	1	-1.262201
47	4	-0.688385	1	-0.704348
48	1	0.023684	0	0.251858
48	2	0.205446	1	-0.458467
48	3	0.091093	1	-0.715728
48	4	0.330057	1	-0.381739
49	1	0.489113	1	-0.283666
49	2	0.885623	0	0.368223
49	3	0.220935	1	-0.453463
49	4	0.292988	0	0.308352
50	1	-0.620200	0	0.036779
50	2	0.720399	0	0.685815
50	3	0.695595	1	-0.291303
50	4	0.436596	1	-1.706415
51	1	-0.782198	0	1.322496
51	2	0.854015	0	0.555225
51	3	-0.761980	0	-0.477129
51	4	0.438736	1	-0.646352
52	1	0.596943	0	0.225676
52	2	0.037848	0	-0.040241
52	3	0.476343	1	-0.239610
52	4	0.292538	1	-0.422084
53	1	0.834932	1	-1.291109
53	2	0.393190	1	-1.003946
53	3	0.883230	1	-0.674769
53	4	-0.800166	1	-1.677442
54	1	-0.012285	0	1.392361
54	2	0.674961	0	0.471389
54	3	-0.914911	0	0.928849
54	4	-0.415342	0	0.672928
55	1	-0.494430	1	-0.618451
55	2	0.785096	0	0.027705
55	3	-0.738244	1	-0.598643
55	4	-0.611199	0	-0.130334
56	1	-0.852356	0	0.307913
56	2	0.078247	0	1.082570
56	3	-0.669389	0	0.318534
56	4	-0.139547	0	0.215883
57	1	0.193038	1	-0.308642
57	2	0.817009	1	-0.522577
57	3	0.489110	0	0.813979
57	4	0.682871	0	0.814746
58	1	0.640927	0	0.240050
58	2	-0.247411	0	0.981417
58	3	-0.756570	0	1.419813
58	4	0.788572	0	1.358298
59	1	0.048175	0	0.466269
59	2	0.700635	1	-0.205173
59	3	-0.074352	1	-0.971228
59	4	-0.731814	0	0.593893
60	1	0.525942	1	-1.386443
60	2	-0.541638	1	-2.025307
60	3	-0.738503	1	-0.929443
60	4	0.285372	1	-2.146340
61	1	0.433821	0	-0.031140
61	2	-0.915075	0	-0.207850
61	3	0.441915	1	-0.710643
61	4	-0.640530	0	-0.458833
62	1	-0.066227	0	0.082069
62	2	0.475452	0	0.287437
62	3	-0.717347	0	1.674423
62	4	-0.028265	0	0.740625
63	1	0.435346	1	-0.413243
63	2	-0.636961	1	-1.098671
63	3	-0.203522	1	-0.755772
63	4	0.788457	1	-0.677967
64	1	0.478960	0	1.226622
64	2	-0.689757	0	0.836555
64	3	0.289965	0	2.049336
64	4	0.761613	0	1.631792
65	1	-0.376844	0	0.959143
65	2	-0.103657	0	0.911938
65	3	-0.436937	0	1.164253
65	4	-0.485322	0	-0.037423
66	1	0.583454	1	-0.145132
66	2	-0.852294	0	0.366870
66	3	-0.829828	0	-0.144100
66	4	-0.134568	0	-0.336365
67	1	0.996631	1	-0.043799
67	2	0.006371	0	-0.230146
67	3	0.326255	1	-0.796922
67	4	-0.152503	1	-1.544170
68	1	-0.206117	0	2.370119
68	2	0.235646	0	0.190406
68	3	-0.907871	1	-0.794365
68	4	0.781824	1	-0.461481
69	1	-0.469691	0	1.032475
69	2	-0.879593	0	1.193602
69	3	-0.198948	0	0.544081
69	4	0.208673	0	0.320573
70	1	0.019852	0	2.306660
70	2	-0.740479	0	1.267451
70	3	-0.746690	0	1.318812
70	4	0.111981	0	2.170389
71	1	-0.931651	0	0.113883
71	2	-0.904132	0	0.585779
71	3	-0.725976	1	-0.758568
71	4	-0.401342	0	-0.143024
72	1	-0.093990	1	-0.973560
72	2	-0.523022	0	-0.278351
72	3	-0.329185	0	-0.224617
72	4	0.159320	0	0.317665
73	1	-0.899277	0	1.167707
73	2	0.453469	0	1.696625
73	3	0.910520	1	-0.326269
73	4	0.251227	0	0.279366
74	1	0.008827	0	0.403671
74	2	0.917492	1	-0.224902
74	3	0.232405	0	0.257908
74	4	-0.534047	0	0.060363
75	1	0.360330	1	-3.384280
75	2	-0.414541	1	-1.780613
75	3	-0.937631	1	-0.848967
75	4	0.461053	0	-0.015110
76	1	-0.487926	1	-0.708877
76	2	-0.758422	0	-0.198434
76	3	-0.611075	0	-0.416632
76	4	-0.159140	0	-0.287625
77	1	0.787516	1	-1.046260
77	2	0.520054	1	-1.272847
77	3	0.959216	1	-0.919432
77	4	-0.203311	1	-1.470380
78	1	0.095990	0	0.782797
78	2	0.027554	0	0.576027
78	3	-0.295168	0	1.092094
78	4	0.244838	0	2.042932
79	1	0.406760	1	-0.769868
79	2	0.474023	1	-0.638773
79	3	0.147911	1	-0.506742
79	4	0.148648	0	0.543324
80	1	-0.056212	0	0.246757
80	2	0.218896	1	-0.602699
80	3	-0.451148	0	0.052822
80	4	-0.744062	0	-0.473224
81	1	-0.092179	1	-0.429002
81	2	0.732002	1	-0.009295
81	3	-0.190004	0	-0.119500
81	4	0.854240	1	-0.612693
82	1	-0.002564	0	0.793769
82	2	0.111628	1	-0.374331
82	3	0.818035	1	0.006869
82	4	0.941224	1	-1.161765
83	1	0.730596	1	-0.415679
83	2	-0.373088	1	-0.958520
83	3	0.410815	1	-1.925720
83	4	-0.459408	1	-1.238163
84	1	-0.485100	1	-1.530875
84	2	0.307375	1	-1.014378
84	3	-0.733329	0	0.089050
84	4	0.445900	0	0.335408
85	1	0.855733	1	-1.203378
85	2	-0.327026	1	-1.083215
85	3	0.008204	0	0.753351
85	4	-0.443439	0	-0.231171
86	1	0.242039	0	1.325969
86	2	-0.756671	0	0.274341
86	3	0.748964	0	0.571378
86	4	-0.277844	1	-0.632281
87	1	-0.876334	0	0.494586
87	2	0.011078	0	0.618574
87	3	0.930984	1	-0.567462
87	4	0.131870	0	0.409850
88	1	0.192085	0	0.941154
88	2	-0.709227	0	-0.491490
88	3	-0.794214	0	0.130386
88	4	-0.058951	0	0.105161
89	1	-0.320408	0	0.014700
89	2	-0.662684	0	1.759433
89	3	0.403089	0	0.163018
89	4	-0.196742	0	0.223200
90	1	0.007668	0	1.232033
90	2	-0.831752	0	1.219642
90	3	0.815790	0	0.674154
90	4	-0.943598	0	-0.213163
91	1	-0.931483	1	-0.748385
91	2	0.883061	1	-0.792079
91	3	-0.071661	1	-1.689986
91	4	0.250488	1	-2.205528
92	1	-0.859387	0	0.906573
92	2	-0.428725	0	-0.393105
92	3	-0.072083	1	-0.566570
92	4	0.148280	1	-0.388715
93	1	-0.088039	1	-1.430384
93	2	0.734057	0	0.434827
93	3	-0.145654	0	0.608895
93	4	0.314524	0	0.652824
94	1	-0.343048	1	-2.106325
94	2	0.651434	1	-1.201063
94	3	-0.302649	1	-1.382182
94	4	0.422252	1	-0.763408
95	1	-0.269393	0	-0.048533
95	2	-0.631453	0	0.035541
95	3	-0.956815	0	0.166028
95	4	0.937326	1	-0.460999
96	1	-0.992329	0	-0.530025
96	2	-0.980387	0	0.517410
96	3	-0.307021	0	0.145755
96	4	0.247915	0	0.332172
97	1	0.035467	0	0.720743
97	2	-0.851444	0	0.289487
97	3	0.590780	1	-1.330009
97	4	-0.677888	1	-0.899298
98	1	0.548694	1	-1.242519
98	2	-0.268722	1	-2.083260
98	3	0.434619	1	-2.282645
98	4	-0.758327	1	-2.258311
99	1	-0.130241	0	1.391231
99	2	0.672091	0	1.233125
99	3	0.133224	0	1.454143
99	4	-0.121306	0	0.663681
100	1	-0.303502	0	0.661902
100	2	0.366961	0	0.248817
100	3	-0.914778	0	0.523572
100	4	-0.754807	0	-0.524596
101	1	0.542734	1	-0.113266
101	2	-0.980307	0	-0.161184
101	3	-0.804340	1	-1.004258
101	4	-0.324042	0	-0.345744
102	1	-0.959030	0	-0.058832
102	2	0.455081	1	-0.655807
102	3	-0.696692	1	-1.173561
102	4	-0.262532	1	-1.083696
103	1	-0.314687	0	-0.375422
103	2	-0.777735	1	-0.743361
103	3	-0.486178	1	-0.529653
103	4	-0.771953	0	-0.361969
104	1	-0.047462	1	-0.852742
104	2	-0.531306	1	-1.670237
104	3	-0.050310	1	-1.574693
104	4	-0.006492	1	-0.379333
105	1	-0.816836	0	0.400574
105	2	-0.336186	0	0.963374
105	3	-0.806503	0	1.449325
105	4	0.731160	0	1.436057
106	1	-0.055284	1	-1.435516
106	2	-0.565129	0	-0.352463
106	3	-0.129606	0	-0.006988
106	4	0.729692	0	0.263923
107	1	0.665647	0	1.446333
107	2	-0.109496	0	1.012074
107	3	-0.647842	0	1.142624
107	4	0.331746	0	1.118780
108	1	0.117867	1	-0.868108
108	2	0.167845	1	-1.154190
108	3	0.881620	1	-0.711222
108	4	0.988261	1	-0.907814
109	1	-0.696779	0	-0.097507
109	2	-0.902843	0	-0.529992
109	3	-0.920712	0	-0.308289
109	4	-0.344621	1	-1.186160
110	1	0.445077	0	0.883787
110	2	0.953410	0	1.130611
110	3	-0.558868	0	1.179838
110	4	0.668207	0	0.552622
111	1	0.677418	0	0.712658
111	2	0.882052	1	-0.261592
111	3	0.574561	0	0.071067
111	4	0.617225	0	0.094456
112	1	-0.043409	1	-1.875639
112	2	-0.441424	1	-1.762836
112	3	-0.846763	1	-0.686856
112	4	-0.005882	0	0.461562
113	1	0.836163	0	0.564295
113	2	-0.245637	0	0.376823
113	3	0.222164	0	0.583390
113	4	0.513580	0	1.318297
114	1	-0.177889	1	-1.633643
114	2	0.538494	1	-0.129899
114	3	-0.561847	0	-0.152357
114	4	-0.772902	0	-0.348742
115	1	0.684076	1	-0.687016
115	2	-0.937389	1	-0.791408
115	3	0.355193	1	-0.951827
115	4	0.313542	1	-1.586638
116	1	0.459124	0	1.678089
116	2	0.387753	0	0.232033
116	3	-0.178235	0	0.310144
116	4	0.693672	0	0.050339
117	1	-0.481795	0	-0.446300
117	2	-0.324630	1	-0.678171
117	3	0.505367	1	-1.007476
117	4	0.740098	1	-0.508339
118	1	0.805868	1	-0.506462
118	2	0.596389	1	-0.871870
118	3	0.238507	1	-0.440913
118	4	-0.411635	1	-0.705461
119	1	-0.540701	0	1.057899
119	2	-0.817368	0	1.412936
119	3	0.383067	0	1.278553
119	4	0.964666	0	1.634970
120	1	0.611158	0	0.409786
120	2	0.224317	0	0.494131
120	3	-0.220171	0	0.545737
120	4	-0.150335	0	1.539757
121	1	-0.102292	0	0.474810
121	2	0.801783	0	0.895904
121	3	0.069161	0	0.684337
121	4	-0.280837	0	-0.308731
122	1	-0.459723	0	0.931904
122	2	0.275409	0	0.563951
122	3	-0.755920	0	1.129471
122	4	0.320106	0	1.703271
123	1	0.768227	0	0.406532
123	2	-0.607281	0	0.802380
123	3	0.764617	0	0.770782
123	4	-0.967929	0	0.658047
124	1	0.686348	0	1.224030
124	2	-0.286654	0	1.525801
124	3	0.646218	0	1.101865
124	4	-0.773375	0	0.955193
125	1	-0.622909	0	0.405275
125	2	-0.186497	0	-0.163949
125	3	0.092637	0	0.157925
125	4	-0.858292	0	0.343239
126	1	-0.476614	0	-0.401499
126	2	-0.798619	1	-1.018098
126	3	0.893039	1	-0.810231
126	4	-0.830396	1	-1.654684
127	1	-0.587832	0	-0.388579
127	2	0.987380	1	-1.068246
127	3	-0.033026	1	-2.671007
127	4	0.283961	1	-1.672482
128	1	-0.947903	1	-0.849500
128	2	0.933783	0	0.128660
128	3	0.292061	0	0.010410
128	4	-0.952279	0	0.369719
129	1	0.881917	1	-0.760555
129	2	0.537873	1	-1.339904
129	3	0.328791	1	-1.476983
129	4	-0.151110	1	-0.537661
130	1	0.514667	1	-0.531405
130	2	0.688335	0	0.456336
130	3	-0.506156	0	-0.111943
130	4	0.455412	1	-0.548208
131	1	-0.273881	0	0.922828
131	2	-0.618226	0	0.635704
131	3	0.561626	0	0.115116
131	4	-0.391964	0	0.278634
132	1	0.627112	0	0.550062
132	2	-0.548791	0	1.382928
132	3	0.660690	0	0.299772
132	4	-0.978861	0	-0.419295
133	1	-0.810803	1	-0.725230
133	2	0.839386	0	0.263899
133	3	0.283670	0	0.189078
133	4	0.750823	0	1.619786
134	1	0.615092	1	-1.366042
134	2	-0.065152	1	-1.043511
134	3	0.140212	1	-0.392186
134	4	0.275783	0	0.638864
135	1	-0.371030	1	-0.650450
135	2	-0.708813	0	0.239296
135	3	0.702757	1	-1.360268
135	4	-0.725204	1	-1.165915
136	1	0.663679	1	-1.011001
136	2	-0.158570	1	-0.384739
136	3	0.007179	1	-0.782592
136	4	0.608476	1	-1.204956
137	1	0.629000	1	-0.645789
137	2	0.329064	0	0.133957
137	3	0.176446	0	-0.081773
137	4	-0.986643	0	-0.132944
138	1	0.717266	0	0.057732
138	2	0.214269	1	-0.701472
138	3	0.327322	0	0.402367
138	4	0.380945	0	0.294725
139	1	-0.895070	0	-0.006101
139	2	0.334589	1	-0.987859
139	3	-0.715591	1	-0.639308
139	4	0.733930	1	-0.625755
140	1	-0.739412	1	-0.883240
140	2	-0.679346	0	-0.570550
140	3	-0.155107	1	-1.205375
140	4	0.587910	1	-1.256345
141	1	-0.562571	0	1.162198
141	2	-0.424063	0	1.038503
141	3	-0.962899	0	0.265222
141	4	-0.278162	1	-0.694100
142	1	-0.082180	1	-0.979118
142	2	0.398835	1	-1.310513
142	3	-0.643843	1	-1.379769
142	4	0.178408	1	-1.849550
143	1	0.260556	0	1.040192
143	2	-0.909973	0	0.135711
143	3	0.184134	0	-0.208273
143	4	0.731563	1	-0.630942
144	1	-0.325478	0	-0.411685
144	2	0.945102	1	-1.094592
144	3	0.975057	1	-1.412756
144	4	-0.216492	0	-0.367249
145	1	0.309916	1	-1.345001
145	2	0.167889	1	-0.682647
145	3	-0.621901	0	-0.519468
145	4	0.422023	1	-0.280816
146	1	-0.704915	0	1.278051
146	2	-0.335378	0	1.222413
146	3	0.775791	0	0.735173
146	4	-0.030393	0	1.273911
147	1	0.127352	1	-0.376917
147	2	-0.895754	0	0.196355
147	3	-0.420481	1	-0.837421
147	4	-0.806400	0	0.145034
148	1	0.128096	0	0.254522
148	2	0.653120	0	0.788602
148	3	-0.141692	0	1.155663
148	4	-0.737676	0	-0.447717
149	1	0.641502	1	-1.398049
149	2	-0.734377	1	-1.312161
149	3	-0.741343	1	-2.078011
149	4	-0.778979	1	-1.364001
150	1	0.264171	1	-0.618984
150	2	0.349649	0	0.220322
150	3	-0.900545	0	0.782591
150	4	0.693629	0	1.101044
151	1	-0.493038	0	2.283733
151	2	0.088880	0	1.206423
151	3	0.538016	0	1.077044
151	4	-0.382583	0	0.145922
152	1	0.856889	1	-0.121261
152	2	0.754486	1	-0.800289
152	3	0.660865	1	-0.130703
152	4	0.956345	1	-0.425421
153	1	-0.030799	0	1.703247
153	2	0.279864	0	1.206462
153	3	0.502875	0	1.068923
153	4	0.878792	0	1.504230
154	1	-0.220680	0	0.120176
154	2	-0.311737	0	-0.257373
154	3	0.245326	0	0.003352
154	4	-0.363791	1	-0.661095
155	1	0.247374	1	-1.490018
155	2	0.893008	1	-1.128260
155	3	-0.100612	1	-0.610750
155	4	-0.249751	1	-0.547216
156	1	0.022385	0	-0.151113
156	2	-0.191533	1	-0.431915
156	3	0.020151	0	0.010263
156	4	0.465135	0	0.416861
157	1	0.701335	0	0.373276
157	2	0.474772	0	0.828513
157	3	-0.268521	0	1.343534
157	4	-0.051291	0	-0.276010
158	1	-0.019358	0	0.564775
158	2	0.715438	0	1.210376
158	3	0.452860	0	0.821998
158	4	-0.456218	0	0.108826
159	1	0.078468	0	1.883410
159	2	-0.662868	0	1.664286
159	3	-0.399876	0	0.247736
159	4	0.809948	1	-1.145735
160	1	0.208784	0	1.808383
160	2	-0.654807	0	3.380241
160	3	-0.197538	0	2.354722
160	4	-0.338357	0	3.024560
161	1	-0.626354	1	-2.070376
161	2	0.882518	1	-1.319955
161	3	-0.279878	1	-1.117620
161	4	0.009444	0	0.293455
162	1	0.617213	0	0.009345
162	2	-0.316618	0	0.429108
162	3	-0.937707	0	1.014464
162	4	-0.406578	0	1.763741
163	1	-0.097765	1	-0.799643
163	2	0.406124	1	-0.238190
163	3	-0.141988	1	-1.038421
163	4	-0.789634	0	-0.491674
164	1	-0.291254	1	-0.714703
164	2	-0.713015	1	-0.922200
164	3	-0.779907	1	-1.377353
164	4	-0.715356	1	-1.398091
165	1	0.723668	0	0.238988
165	2	-0.402487	0	0.057969
165	3	-0.405916	0	-0.185298
165	4	-0.632477	0	-0.216270
166	1	0.564761	0	1.953696
166	2	0.102993	0	0.904531
166	3	-0.933284	0	0.322392
166	4	-0.726493	0	-0.307223
167	1	-0.333981	0	0.436782
167	2	-0.008699	1	-0.676517
167	3	0.547937	1	-0.646218
167	4	0.260102	0	1.149686
168	1	-0.831412	0	1.667387
168	2	-0.248692	0	1.630342
168	3	0.802354	0	1.018845
168	4	-0.406865	0	-0.134945
169	1	0.812422	0	0.971980
169	2	0.707989	0	1.373743
169	3	0.724950	0	1.896707
169	4	0.937371	0	1.405870
170	1	-0.150200	1	-1.104281
170	2	-0.790585	1	-2.486710
170	3	-0.948213	1	-2.210088
170	4	0.363171	1	-0.954267
171	1	-0.358109	0	0.252776
171	2	-0.642149	0	-0.116944
171	3	0.595742	1	-0.739359
171	4	-0.774235	1	-1.055790
172	1	-0.330937	1	-1.047127
172	2	0.314391	1	-0.526400
172	3	-0.399252	0	-0.150451
172	4	0.911257	0	0.592434
173	1	0.018549	1	-0.804150
173	2	0.827952	1	-1.006829
173	3	-0.726974	1	-0.936562
173	4	0.735778	1	-0.200201
174	1	0.271021	1	-1.260374
174	2	-0.794019	0	-0.355810
174	3	-0.079638	0	1.181740
174	4	-0.603541	0	0.502854
175	1	0.289788	0	0.663304
175	2	-0.738356	0	0.991833
175	3	0.257236	0	1.116207
175	4	-0.691663	0	1.067307
176	1	-0.672225	0	-0.556480
176	2	0.389825	1	-0.619498
176	3	-0.101170	1	-0.724855
176	4	-0.961376	0	-0.296874
177	1	0.800849	0	0.642738
177	2	-0.122102	1	-0.721528
177	3	-0.882514	0	0.403350
177	4	-0.411154	0	-0.363228
178	1	0.624296	1	-1.524829
178	2	0.177192	1	-1.933099
178	3	0.075496	1	-1.579922
178	4	0.078890	1	-1.919043
179	1	-0.419988	0	0.656583
179	2	0.372196	0	1.287476
179	3	0.417278	0	0.464441
179	4	-0.111320	0	-0.342628
180	1	0.222890	0	0.589602
180	2	0.879201	0	1.262629
180	3	-0.580988	0	1.290973
180	4	0.126827	0	0.378642
181	1	0.894885	0	0.519941
181	2	0.695998	0	0.549575
181	3	-0.943412	0	-0.249107
181	4	-0.763964	1	-0.936738
182	1	-0.974334	0	0.810868
182	2	0.030357	1	-1.406814
182	3	0.628660	1	-0.852411
182	4	-0.003356	1	-0.396792
183	1	-0.369317	1	-0.734822
183	2	0.013532	1	-0.859391
183	3	0.634793	1	-1.561656
183	4	-0.474433	1	-1.551198
184	1	-0.730591	0	-0.415577
184	2	-0.258114	1	-0.810982
184	3	-0.448171	1	-0.765989
184	4	-0.704925	0	0.484273
185	1	-0.893995	0	0.122470
185	2	0.328813	0	0.109206
185	3	-0.038040	1	-1.071996
185	4	-0.159183	0	0.425145
186	1	0.095783	0	0.142400
186	2	0.992993	0	0.368107
186	3	-0.503033	0	0.093782
186	4	-0.386694	0	1.416760
187	1	0.042238	1	-1.435486
187	2	-0.444344	0	-0.142015
187	3	-0.479265	0	0.768143
187	4	0.518614	0	0.922847
188	1	-0.474440	0	-0.395574
188	2	0.045393	0	0.575470
188	3	-0.068879	1	-0.770517
188	4	0.647433	1	-0.649032
189	1	0.854127	0	0.570946
189	2	0.123905	0	-0.081502
189	3	0.683690	0	0.521000
189	4	0.420199	0	0.192833
190	1	0.972412	1	0.045828
190	2	-0.985536	0	0.182415
190	3	0.363385	0	0.571425
190	4	-0.096467	0	0.748483
191	1	0.566048	0	1.046159
191	2	0.508904	0	0.385812
191	3	0.149312	0	0.609113
191	4	-0.311115	0	1.201244
192	1	-0.635316	0	-0.249298
192	2	0.984729	1	-0.739712
192	3	-0.220852	1	-0.834483
192	4	0.853588	1	-1.770772
193	1	-0.843825	1	-1.033300
193	2	-0.433677	0	-0.263789
193	3	0.564773	1	-0.329806
193	4	0.722223	1	-0.865504
194	1	0.802718	1	-0.344790
194	2	0.625807	1	-1.241695
194	3	0.313800	1	-1.789838
194	4	-0.603363	0	-0.450167
195	1	-0.649806	0	-0.333031
195	2	0.985587	1	-0.657672
195	3	-0.069924	0	0.390489
195	4	0.304891	1	-0.337839
196	1	0.286501	1	-0.358785
196	2	-0.284226	1	-0.687385
196	3	-0.874309	1	-0.924159
196	4	-0.169394	1	-1.376180
197	1	0.390501	1	-1.065414
197	2	0.165626	1	-1.507992
197	3	0.983210	1	-0.786562
197	4	0.740695	1	-1.021030
198	1	-0.448937	0	2.293119
198	2	-0.100863	0	1.656334
198	3	0.408207	1	-0.353452
198	4	-0.199728	1	-1.351068
199	1	-0.418607	0	0.829750
199	2	-0.764178	0	1.062779
199	3	0.238685	0	0.710415
199	4	-0.435397	0	0.438691
200	1	0.260749	0	1.715499
200	2	-0.094576	0	1.664791
200	3	0.106196	0	1.868480
200	4	-0.213936	0	2.421947
