id	t	x	y
41	4	0.389887	2
42	1	-0.823864	3
42	2	-0.781982	3
42	3	0.520672	1
42	4	0.268144	3
43	1	-0.478301	1
43	2	0.073783	2
43	3	0.939241	1
43	4	-0.448778	1
44	1	-0.106893	3
44	2	0.869996	2
44	3	0.452202	2
44	4	0.069243	2
45	1	0.979668	1
45	2	0.738630	1
45	3	-0.970053	1
45	4	0.821152	1
46	1	-0.373265	1
46	2	-0.605613	2
46	3	-0.426274	1
46	4	-0.035878	1
47	1	0.899608	2
47	2	0.256677	1
47	3	0.604696	1
47	4	-0.688385	2
48	1	0.023684	2
48	2	0.205446	1
48	3	0.091093	1
48	4	0.330057	2
49	1	0.489113	2
49	2	0.885623	2
49	3	0.220935	1
49	4	0.292988	3
50	1	-0.620200	2
50	2	0.720399	3
50	3	0.695595	1
50	4	0.436596	1
51	1	-0.782198	3
51	2	0.854015	2
51	3	-0.761980	2
51	4	0.438736	2
52	1	0.596943	2
52	2	0.037848	2
52	3	0.476343	2
52	4	0.292538	2
53	1	0.834932	1
53	2	0.393190	1
53	3	0.883230	1
53	4	-0.800166	1
54	1	-0.012285	3
54	2	0.674961	2
54	3	-0.914911	3
54	4	-0.415342	3
55	1	-0.494430	2
55	2	0.785096	2
55	3	-0.738244	1
55	4	-0.611199	2
56	1	-0.852356	3
56	2	0.078247	3
56	3	-0.669389	3
56	4	-0.139547	3
57	1	0.193038	2
57	2	0.817009	1
57	3	0.489110	3
57	4	0.682871	2
58	1	0.640927	2
58	2	-0.247411	3
58	3	-0.756570	3
58	4	0.788572	3
59	1	0.048175	3
59	2	0.700635	1
59	3	-0.074352	1
59	4	-0.731814	3
60	1	0.525942	1
60	2	-0.541638	1
60	3	-0.738503	2
60	4	0.285372	1
61	1	0.433821	2
61	2	-0.915075	2
61	3	0.441915	1
61	4	-0.640530	2
62	1	-0.066227	2
62	2	0.475452	2
62	3	-0.717347	3
62	4	-0.028265	2
63	1	0.435346	1
63	2	-0.636961	1
63	3	-0.203522	2
63	4	0.788457	1
64	1	0.478960	3
64	2	-0.689757	3
64	3	0.289965	3
64	4	0.761613	3
65	1	-0.376844	3
65	2	-0.103657	3
65	3	-0.436937	3
65	4	-0.485322	2
66	1	0.583454	2
66	2	-0.852294	3
66	3	-0.829828	2
66	4	-0.134568	2
67	1	0.996631	2
67	2	0.006371	2
67	3	0.326255	1
67	4	-0.152503	1
68	1	-0.206117	3
68	2	0.235646	2
68	3	-0.907871	2
68	4	0.781824	3
69	1	-0.469691	3
69	2	-0.879593	3
69	3	-0.198948	3
69	4	0.208673	3
70	1	0.019852	3
70	2	-0.740479	3
70	3	-0.746690	3
70	4	0.111981	3
71	1	-0.931651	3
71	2	-0.904132	3
71	3	-0.725976	1
71	4	-0.401342	3
72	1	-0.093990	1
72	2	-0.523022	2
72	3	-0.329185	2
72	4	0.159320	2
73	1	-0.899277	3
73	2	0.453469	3
73	3	0.910520	1
73	4	0.251227	3
74	1	0.008827	3
74	2	0.917492	1
74	3	0.232405	3
74	4	-0.534047	2
75	1	0.360330	1
75	2	-0.414541	1
75	3	-0.937631	1
75	4	0.461053	1
76	1	-0.487926	1
76	2	-0.758422	2
76	3	-0.611075	2
76	4	-0.159140	2
77	1	0.787516	1
77	2	0.520054	1
77	3	0.959216	1
77	4	-0.203311	1
78	1	0.095990	3
78	2	0.027554	3
78	3	-0.295168	3
78	4	0.244838	3
79	1	0.406760	1
79	2	0.474023	1
79	3	0.147911	1
79	4	0.148648	3
80	1	-0.056212	2
80	2	0.218896	1
80	3	-0.451148	3
80	4	-0.744062	2
81	1	-0.092179	2
81	2	0.732002	2
81	3	-0.190004	2
81	4	0.854240	1
82	1	-0.002564	3
82	2	0.111628	1
82	3	0.818035	2
82	4	0.941224	1
83	1	0.730596	1
83	2	-0.373088	1
83	3	0.410815	1
83	4	-0.459408	1
84	1	-0.485100	1
84	2	0.307375	1
84	3	-0.733329	2
84	4	0.445900	1
85	1	0.855733	1
85	2	-0.327026	1
85	3	0.008204	3
85	4	-0.443439	1
86	1	0.242039	3
86	2	-0.756671	3
86	3	0.748964	3
86	4	-0.277844	2
87	1	-0.876334	3
87	2	0.011078	3
87	3	0.930984	1
87	4	0.131870	3
88	1	0.192085	3
88	2	-0.709227	2
88	3	-0.794214	3
88	4	-0.058951	2
89	1	-0.320408	2
89	2	-0.662684	3
89	3	0.403089	1
89	4	-0.196742	3
90	1	0.007668	3
90	2	-0.831752	3
90	3	0.815790	3
90	4	-0.943598	3
91	1	-0.931483	2
91	2	0.883061	1
91	3	-0.071661	1
91	4	0.250488	1
92	1	-0.859387	3
92	2	-0.428725	2
92	3	-0.072083	2
92	4	0.148280	2
93	1	-0.088039	1
93	2	0.734057	3
93	3	-0.145654	2
93	4	0.314524	2
94	1	-0.343048	1
94	2	0.651434	1
94	3	-0.302649	1
94	4	0.422252	1
95	1	-0.269393	2
95	2	-0.631453	3
95	3	-0.956815	3
95	4	0.937326	1
96	1	-0.992329	2
96	2	-0.980387	3
96	3	-0.307021	2
96	4	0.247915	2
97	1	0.035467	3
97	2	-0.851444	3
97	3	0.590780	1
97	4	-0.677888	2
98	1	0.548694	1
98	2	-0.268722	1
98	3	0.434619	1
98	4	-0.758327	1
99	1	-0.130241	3
99	2	0.672091	3
99	3	0.133224	3
99	4	-0.121306	3
100	1	-0.303502	3
100	2	0.366961	2
100	3	-0.914778	3
100	4	-0.754807	2
101	1	0.542734	2
101	2	-0.980307	2
101	3	-0.804340	1
101	4	-0.324042	2
102	1	-0.959030	3
102	2	0.455081	1
102	3	-0.696692	1
102	4	-0.262532	1
103	1	-0.314687	2
103	2	-0.777735	2
103	3	-0.486178	2
103	4	-0.771953	2
104	1	-0.047462	1
104	2	-0.531306	1
104	3	-0.050310	1
104	4	-0.006492	2
105	1	-0.816836	3
105	2	-0.336186	3
105	3	-0.806503	3
105	4	0.731160	3
106	1	-0.055284	1
106	2	-0.565129	2
106	3	-0.129606	2
106	4	0.729692	1
107	1	0.665647	3
107	2	-0.109496	3
107	3	-0.647842	3
107	4	0.331746	3
108	1	0.117867	1
108	2	0.167845	1
108	3	0.881620	1
108	4	0.988261	1
109	1	-0.696779	2
109	2	-0.902843	2
109	3	-0.920712	2
109	4	-0.344621	1
110	1	0.445077	3
110	2	0.953410	3
110	3	-0.558868	3
110	4	0.668207	3
111	1	0.677418	3
111	2	0.882052	1
111	3	0.574561	2
111	4	0.617225	2
112	1	-0.043409	1
112	2	-0.441424	1
112	3	-0.846763	2
112	4	-0.005882	2
113	1	0.836163	2
113	2	-0.245637	3
113	3	0.222164	3
113	4	0.513580	3
114	1	-0.177889	1
114	2	0.538494	2
114	3	-0.561847	2
114	4	-0.772902	1
115	1	0.684076	1
115	2	-0.937389	2
115	3	0.355193	1
115	4	0.313542	1
116	1	0.459124	3
116	2	0.387753	2
116	3	-0.178235	3
116	4	0.693672	2
117	1	-0.481795	2
117	2	-0.324630	1
117	3	0.505367	1
117	4	0.740098	1
118	1	0.805868	1
118	2	0.596389	1
118	3	0.238507	2
118	4	-0.411635	1
119	1	-0.540701	3
119	2	-0.817368	3
119	3	0.383067	3
119	4	0.964666	3
120	1	0.611158	2
120	2	0.224317	3
120	3	-0.220171	3
120	4	-0.150335	3
121	1	-0.102292	3
121	2	0.801783	3
121	3	0.069161	3
121	4	-0.280837	2
122	1	-0.459723	3
122	2	0.275409	3
122	3	-0.755920	3
122	4	0.320106	3
123	1	0.768227	2
123	2	-0.607281	3
123	3	0.764617	3
123	4	-0.967929	3
124	1	0.686348	3
124	2	-0.286654	3
124	3	0.646218	3
124	4	-0.773375	3
125	1	-0.622909	3
125	2	-0.186497	2
125	3	0.092637	3
125	4	-0.858292	3
126	1	-0.476614	2
126	2	-0.798619	1
126	3	0.893039	1
126	4	-0.830396	1
127	1	-0.587832	2
127	2	0.987380	1
127	3	-0.033026	1
127	4	0.283961	1
128	1	-0.947903	2
128	2	0.933783	2
128	3	0.292061	2
128	4	-0.952279	3
129	1	0.881917	1
129	2	0.537873	1
129	3	0.328791	1
129	4	-0.151110	2
130	1	0.514667	1
130	2	0.688335	3
130	3	-0.506156	2
130	4	0.455412	1
131	1	-0.273881	3
131	2	-0.618226	3
131	3	0.561626	2
131	4	-0.391964	3
132	1	0.627112	2
132	2	-0.548791	3
132	3	0.660690	2
132	4	-0.978861	3
133	1	-0.810803	2
133	2	0.839386	2
133	3	0.283670	2
133	4	0.750823	3
134	1	0.615092	1
134	2	-0.065152	1
134	3	0.140212	1
134	4	0.275783	2
135	1	-0.371030	1
135	2	-0.708813	3
135	3	0.702757	1
135	4	-0.725204	2
136	1	0.663679	1
136	2	-0.158570	2
136	3	0.007179	1
136	4	0.608476	1
137	1	0.629000	1
137	2	0.329064	2
137	3	0.176446	2
137	4	-0.986643	2
138	1	0.717266	2
138	2	0.214269	1
138	3	0.327322	3
138	4	0.380945	2
139	1	-0.895070	3
139	2	0.334589	1
139	3	-0.715591	2
139	4	0.733930	1
140	1	-0.739412	1
140	2	-0.679346	2
140	3	-0.155107	1
140	4	0.587910	1
141	1	-0.562571	3
141	2	-0.424063	3
141	3	-0.962899	3
141	4	-0.278162	2
142	1	-0.082180	1
142	2	0.398835	1
142	3	-0.643843	1
142	4	0.178408	1
143	1	0.260556	3
143	2	-0.909973	3
143	3	0.184134	2
143	4	0.731563	2
144	1	-0.325478	2
144	2	0.945102	1
144	3	0.975057	1
144	4	-0.216492	2
145	1	0.309916	1
145	2	0.167889	1
145	3	-0.621901	2
145	4	0.422023	1
146	1	-0.704915	3
146	2	-0.335378	3
146	3	0.775791	3
146	4	-0.030393	3
147	1	0.127352	2
147	2	-0.895754	3
147	3	-0.420481	1
147	4	-0.806400	3
148	1	0.128096	2
148	2	0.653120	3
148	3	-0.141692	3
148	4	-0.737676	2
149	1	0.641502	1
149	2	-0.734377	1
149	3	-0.741343	1
149	4	-0.778979	1
150	1	0.264171	1
150	2	0.349649	2
150	3	-0.900545	3
150	4	0.693629	3
151	1	-0.493038	3
151	2	0.088880	3
151	3	0.538016	3
151	4	-0.382583	3
152	1	0.856889	2
152	2	0.754486	1
152	3	0.660865	2
152	4	0.956345	1
153	1	-0.030799	3
153	2	0.279864	3
153	3	0.502875	3
153	4	0.878792	3
154	1	-0.220680	2
154	2	-0.311737	2
154	3	0.245326	2
154	4	-0.363791	1
155	1	0.247374	1
155	2	0.893008	1
155	3	-0.100612	1
155	4	-0.249751	1
156	1	0.022385	2
156	2	-0.191533	2
156	3	0.020151	2
156	4	0.465135	2
157	1	0.701335	2
157	2	0.474772	3
157	3	-0.268521	3
157	4	-0.051291	1
158	1	-0.019358	3
158	2	0.715438	3
158	3	0.452860	3
158	4	-0.456218	3
159	1	0.078468	3
159	2	-0.662868	3
159	3	-0.399876	3
159	4	0.809948	1
160	1	0.208784	3
160	2	-0.654807	3
160	3	-0.197538	3
160	4	-0.338357	3
161	1	-0.626354	1
161	2	0.882518	1
161	3	-0.279878	1
161	4	0.009444	2
162	1	0.617213	2
162	2	-0.316618	3
162	3	-0.937707	3
162	4	-0.406578	3
163	1	-0.097765	1
163	2	0.406124	2
163	3	-0.141988	1
163	4	-0.789634	2
164	1	-0.291254	1
164	2	-0.713015	1
164	3	-0.779907	1
164	4	-0.715356	1
165	1	0.723668	2
165	2	-0.402487	2
165	3	-0.405916	2
165	4	-0.632477	2
166	1	0.564761	3
166	2	0.102993	3
166	3	-0.933284	3
166	4	-0.726493	3
167	1	-0.333981	3
167	2	-0.008699	1
167	3	0.547937	1
167	4	0.260102	3
168	1	-0.831412	3
168	2	-0.248692	3
168	3	0.802354	3
168	4	-0.406865	3
169	1	0.812422	3
169	2	0.707989	3
169	3	0.724950	3
169	4	0.937371	3
170	1	-0.150200	1
170	2	-0.790585	1
170	3	-0.948213	1
170	4	0.363171	1
171	1	-0.358109	3
171	2	-0.642149	2
171	3	0.595742	1
171	4	-0.774235	2
172	1	-0.330937	1
172	2	0.314391	1
172	3	-0.399252	2
172	4	0.911257	2
173	1	0.018549	1
173	2	0.827952	1
173	3	-0.726974	1
173	4	0.735778	1
174	1	0.271021	1
174	2	-0.794019	2
174	3	-0.079638	3
174	4	-0.603541	2
175	1	0.289788	3
175	2	-0.738356	3
175	3	0.257236	3
175	4	-0.691663	3
176	1	-0.672225	2
176	2	0.389825	1
176	3	-0.101170	1
176	4	-0.961376	2
177	1	0.800849	3
177	2	-0.122102	1
177	3	-0.882514	3
177	4	-0.411154	2
178	1	0.624296	1
178	2	0.177192	1
178	3	0.075496	1
178	4	0.078890	1
179	1	-0.419988	3
179	2	0.372196	3
179	3	0.417278	2
179	4	-0.111320	2
180	1	0.222890	3
180	2	0.879201	3
180	3	-0.580988	3
180	4	0.126827	2
181	1	0.894885	2
181	2	0.695998	2
181	3	-0.943412	2
181	4	-0.763964	2
182	1	-0.974334	3
182	2	0.030357	1
182	3	0.628660	2
182	4	-0.003356	2
183	1	-0.369317	1
183	2	0.013532	1
183	3	0.634793	1
183	4	-0.474433	1
184	1	-0.730591	2
184	2	-0.258114	1
184	3	-0.448171	2
184	4	-0.704925	3
185	1	-0.893995	3
185	2	0.328813	2
185	3	-0.038040	1
185	4	-0.159183	3
186	1	0.095783	2
186	2	0.992993	2
186	3	-0.503033	2
186	4	-0.386694	3
187	1	0.042238	1
187	2	-0.444344	2
187	3	-0.479265	3
187	4	0.518614	2
188	1	-0.474440	2
188	2	0.045393	3
188	3	-0.068879	1
188	4	0.647433	1
189	1	0.854127	2
189	2	0.123905	2
189	3	0.683690	3
189	4	0.420199	2
190	1	0.972412	2
190	2	-0.985536	3
190	3	0.363385	3
190	4	-0.096467	3
191	1	0.566048	3
191	2	0.508904	2
191	3	0.149312	3
191	4	-0.311115	3
192	1	-0.635316	2
192	2	0.984729	1
192	3	-0.220852	1
192	4	0.853588	1
193	1	-0.843825	1
193	2	-0.433677	2
193	3	0.564773	1
193	4	0.722223	1
194	1	0.802718	1
194	2	0.625807	1
194	3	0.313800	1
194	4	-0.603363	2
195	1	-0.649806	2
195	2	0.985587	1
195	3	-0.069924	3
195	4	0.304891	1
196	1	0.286501	2
196	2	-0.284226	1
196	3	-0.874309	1
196	4	-0.169394	1
197	1	0.390501	1
197	2	0.165626	1
197	3	0.983210	1
197	4	0.740695	1
198	1	-0.448937	3
198	2	-0.100863	3
198	3	0.408207	2
198	4	-0.199728	2
199	1	-0.418607	3
199	2	-0.764178	3
199	3	0.238685	3
199	4	-0.435397	3
200	1	0.260749	3
200	2	-0.094576	3
200	3	0.106196	3
200	4	-0.213936	3
